276.00345 379.07703 546.0151 733.9022 976.06854 81.697754 109.385 148.64362 187.30806 225.11757 58.2015 24.167248 97.06505 110.08161 187.81969 
275.02087 377.18805 526.99664 730.56714 954.1053 92.31906 126.52965 173.1099 234.15543 297.29663 39.542164 59.975372 91.779724 102.646774 158.4044 
263.57776 362.60608 511.30563 669.59247 862.47705 119.52835 171.8978 257.77475 359.818 500.4663 148.4035 164.05258 197.34447 238.48196 307.91565 
273.51398 375.19006 523.18445 720.23535 948.99115 108.60785 144.6667 193.6817 253.46686 313.82776 -33.3755 2.7483788 21.938875 73.0985 25.26129 
265.7806 373.3059 515.21655 677.3482 882.6169 108.90433 161.77162 236.67836 334.33286 476.58307 -4.6505003 3.7796075 35.34127 72.32248 113.70338 
273.35046 373.66504 518.03015 675.8287 877.3395 110.3753 158.50894 239.104 339.32965 494.40173 -80.089005 -53.77769 12.192238 -60.087738 -5.3366423 
265.59787 374.7954 522.6098 720.3488 953.204 109.78558 148.24902 196.77847 252.72385 305.2069 33.3005 15.944574 108.54704 141.82867 193.01797 
263.49655 373.71185 525.49414 730.4822 975.30096 119.92002 158.09344 198.8321 235.34456 254.4301 90.9275 91.02439 135.44905 258.30496 345.03223 
261.34955 348.93622 489.0963 662.68616 848.99286 130.27478 180.32234 265.6513 382.50854 523.0796 159.4035 205.7709 229.5596 291.87088 368.0635 
273.40726 375.5131 524.9791 731.0427 966.7959 109.76125 141.72739 184.00566 227.4792 259.40057 -25.408834 114.67487 48.355602 153.55026 118.006 
264.4406 372.7246 514.80853 695.82947 890.3646 115.36687 167.05783 238.88461 335.66794 450.4259 -63.751503 -47.295364 -49.631332 30.984322 59.422462 
263.02957 373.15686 523.2339 710.68 954.8567 122.17212 163.12253 211.02715 255.54196 290.72656 111.1775 67.69498 159.31819 156.65112 102.73333 
275.44153 381.3785 545.721 732.8632 975.47504 87.77182 117.80345 159.86728 201.91158 247.78874 27.6005 85.76241 186.91493 193.42123 223.59686 
260.40546 349.41437 514.9402 695.4778 914.8655 134.82794 178.94618 255.77617 337.57947 426.9886 -96.3775 5.4780335 60.134632 100.75874 168.2266 
263.41028 362.42694 511.36545 673.06415 860.26794 120.33617 172.10979 257.4455 359.4322 494.46045 22.3255 67.55623 134.12834 123.18278 123.7084 
400.7317 556.9027 758.0071 999.0209 0.0 81.49164 89.382675 81.43328 43.436317 0.0 101.59152 144.4417 201.05457 265.336 0.0 
263.61496 356.94202 490.33047 657.58887 827.43365 119.34884 173.29535 262.1667 399.2519 577.81525 151.07849 131.31076 214.84921 270.94415 224.98804 
262.18362 349.66873 487.0324 655.2919 827.5027 126.25201 178.21436 271.48178 406.8045 577.63965 -11.892166 -12.5991 7.693493 63.192192 30.376434 
265.11566 372.84818 516.146 671.87665 859.57275 112.11112 165.91983 249.27011 352.31876 496.22144 63.343166 106.33675 182.49838 238.6427 198.6368 
261.38507 361.72906 514.95154 701.0546 924.2927 130.10342 175.33327 238.10712 307.483 380.65427 -56.0515 47.351345 -11.556352 -3.7349586 182.80438 
264.46094 372.73105 515.00464 687.5321 890.55457 115.26895 167.00113 237.81415 332.07913 449.7881 -47.751503 -49.38649 -9.073265 24.735954 -1.3747215 
262.64383 372.4812 517.6706 704.84314 930.259 124.03255 169.25589 223.43405 287.03503 351.32745 96.5775 45.555344 52.067772 197.57623 303.82697 
